"","TITLE","REGION","TEXT","YEAR","COUNTRY_FINAL"
"163","Egypt's Women Win Equal Rights to Divorce","MENA","The narrow corridors of Family Court were once painted a cheerful red, but now they are pitted and stained with a dull brown patina of grime and the smoke from countless acrid cigarettes. The stories told in these trash-strewn hallways are just as dismal: children abandoned, families impoverished and women trapped in marriages they can escape only with permission from their husbands. ""I can't find my husband,"" said Saida Muhammad Osman, a careworn 50-year-old woman perched on the surviving half of a broken plastic chair in the crowded hallway of the courthouse in central Cairo. ""Every few years he comes back for a few days, but usually I am on my own with my children."" Mrs. Osman's hopes have been as meager as her circumstances. She dreams of getting a divorce, required to enable her to collect her dead father's pension -- hardly a princely sum at the equivalent of just over $6 a month. Knowing her husband can delay a final judgment for years, she feared that any relief would come too late to do her family much good. But change is about to shake Egypt's crowded and melancholy courtrooms. Beginning on Wednesday, Egypt will put in place one of the Muslim world's most far-reaching reforms of family law. Among countries in the region, only Tunisia also makes divorce an equal opportunity alternative to an unhappy marriage. ""Before this, I really did not want my own daughter to get married because I saw again and again the trap that a woman can be in in this country,"" said Muhammad Amer, a Cairo lawyer who is considered an expert on Islamic family law and who lobbied for the changes. ""Now I'm not worried, because she can get rid of the man when she wants."" With the new law, a woman will be able to divorce her husband, with or without his assent. And she will also be able to call on the Egyptian government to garnishee her husband's wages if he refuses to provide for her. If he disappears or cannot pay a court-ordered living allowance, she will be able to draw from a special state bank to keep her family afloat. When they were proposed by President Hosni Mubarak late last year, the changes drew fierce opposition. Conservative lawmakers said women were too flighty to be entrusted with the option of no-fault divorce. The proposals also were widely lampooned in the press as the work of man-hating feminists. But an alliance of moderate Muslim clerics, women's advocates, civil court judges and divorce lawyers endorsed the reforms. To head off a backlash from Islamic hard-liners, they mounted a public relations effort to convince people that the law is a modern rendering of the equal rights that Islam bestows on women. ""Maybe Egyptian society is not in the best condition now to discuss this law,"" said Fathi Naguib, an assistant justice minister who drafted the law.  ""But every society needs a shock, one that doesn't go so far that it can't be absorbed but one that is still a little step forward. This was a necessary and overdue shock."" Family law is generally based on Shariah, or the Islamic legal code, in Muslim countries, including Egypt. This has come to mean that a Muslim man can get a divorce automatically. But a woman must prove to a court that her husband beats her, is a drug addict, is sterile or does not support the family. In practice, though, they are often stymied by judges who discount their complaints, according to reports by private organizations and the State Department. Even when she is granted a divorce, a woman may not be free because her husband can appeal the decree indefinitely. In Egypt, where the civil and criminal codes are an amalgam of secular and Islamic law, there have been occasional attempts at reform. In 1979, President Anwar el-Sadat issued a decree allowing a woman to divorce her husband if she objected to him taking an additional wife. But the decree was later declared unconstitutional on procedural grounds. Mr. Sadat's successor, Mr. Mubarak, did not try to restore that law, but did repeal an Ottoman-era rule making it a crime for a woman to run away from an abusive husband. The impetus for the new, more sweeping change in Egypt's laws came from people who have spent years watching the system in action. ""I dreamed of having this new law for 28 years, ever since I was just a small judge working in the field of family law and seeing how women suffer from the system,"" said Mr. Naguib. ""I saw how they could stay in the courts 12, 14, 15 years without getting a divorce. It was very painful to witness."" Little has changed in Egypt's divorce courts, where 1.2 million cases are filed a year, but only 71,000 are granted by overworked judges. Fathi Shaheen, a gaunt man of 75, has made his living for 40 years at the Shobra courthouse helping illiterate women prepare divorce requests.  He said he had seen more tears than he cared to remember. ""These men, they are greedy and they want to make the woman suffer,"" he said recently, ""so they keep filing appeal after appeal. In my time, men saw women as something sacred."" A few feet away, a young woman named Samia leaned against a filthy wall. People jostled around her, trying to spot their names on a handwritten list of 150 divorce cases to be heard that day by a single judge. Samia, who was granted a divorce three years ago on the ground that her husband beat her, was an island of resigned calm. ""I'm an expert at this,"" she said. ""I go to court all the time because my husband keeps appealing our divorce."" Her mother chimed in. ""Why can they keep appealing?"" she said. ""Appeals are for murderers and criminals. Meanwhile, the man goes out and gets married and has a happy life, while the wife has to wait."" Even with Egypt's new law, a wife who wants a divorce over the objections of her husband will have to return to him any money or property that he paid her upon the marriage.  That provision was the price paid for the support of leading Muslim authorities. It refers to a decision by the Islamic prophet Muhammad, who once permitted an unhappy woman to leave her husband but required her to return the garden he had given her when they married. ""When you touch a sensitive area like this, you must speak to society in its language,"" Mr. Naguib said. ""And here, the language of religion is most convincing.""  http://www.nytimes.com",2000,"Egypt"
"164","A Divorce Inequity","MENA","To the Editor: Re ""Egypt's Women Win Equal Rights to Divorce"" (front page, March 1): As a Jew, I am appalled that while Islamic women in Cairo have finally achieved, through legislative reform, escape from grossly unequal Islamic divorce laws, their Torah-observant counterparts in modern Jerusalem are still subject to an archaic system that allows them to become helplessly ""chained"" to a husband who refuses to grant a divorce, effectively preventing these women from remarrying. Israel's rabbinic authorities and its Ministry of Religious Affairs should take the Egyptian example to heart. BENJAMIN BALINT Seattle, March 1, 2000 http://www.nytimes.com",2000,"Egypt"
"165","Corrections","MENA","A front-page picture on March 9 with an article about a school for girls in Afghanistan, where education for girls is officially prohibited, was printed in mirror image. The blackboard should have been at the right, and in the math problems the ""equals"" signs should have been to the left of the numbers.  http://www.nytimes.com",2000,"Afghanistan"
"166","Trapped in Afghanistan","MENA","To the Editor: Women in Afghanistan are subject to injustices beyond the restrictions on work and dress mentioned in a Feb. 25 news article. Women are routinely beaten, stoned or killed for refusing to conform to Taliban rules -- rules as absurd as not allowing women to show their ankles. Women are often kept from receiving humanitarian aid because they lack the male relative necessary to obtain it. As male doctors generally cannot treat female patients, women often do not have access to necessary health care. If feeling a sense of isolation from the world community is bad, how must it feel to be as trapped as Afghan women are? SANDRA A. NAYLOR New York, Feb. 28, 2000 http://www.nytimes.com",2000,"Afghanistan"
"167","Compressed Data; A Feminist News Service Is Reaching Out in Arabic","MENA","When Women's eNews, the New York-based feminist news service, examined data last summer identifying the location of its visitors, the United States was the No. 1 country of origin, followed by Britain, Australia, Canada and Saudi Arabia, a country where women's activities are restricted by the government. ""We were stunned and thrilled that we would have an audience in a nation where women can't drive,"" said Rita Henley Jensen, the editor in chief of the three-year-old site (www.womensenews.org). What's more, the site, which provides features about abortion rights, domestic violence and strategies for single motherhood, has almost as many visitors in Qatar, a neighbor of Saudi Arabia. Women's eNews was working this month to begin an Arabic site aimed at Arab and Muslim women in the Middle East and the United States (www.awomensenews.org). The most prominent article for the site describes efforts by Israeli and Palestinian women to encourage their peers to discuss peace and coexistence issues they believe male negotiators have neglected. Another article examines Egyptian women's efforts to win divorce rights. And a third is on the sewing workshops where Palestinian women earn a living in the absence of male breadwinners. ""I'm not sure there is a site that provides news the way we do,"" said Mona Eltahawy, the managing editor of the Arabic site, who is Egyptian-born. There may be a reason for limited competition. Two Harvard Law School researchers last summer reported that of 64,557 Web pages they examined, the Saudi government was blocking 2,038, including women's health sites and offerings like the Women in History section of Encyclopaedia Britannica Online (www.women.eb.com); a Planned Parenthood site (www.teenwire .com); and iVillage.com. ""The data we've gathered confirm that women's rights is a sensitive issue to the Saudi government,"" said Jonathan Zittrain, one of the authors of the Harvard report, adding that the filtering seems aimed more at ""making a statement rather than really trying to stop the citizenry from getting the information."" Ms. Jensen sounds resigned to the likelihood of filtering. ""I would feel that it demonstrates why Women's eNews-in-Arabic needs to exist,"" she said. But, she added, ""all of our stories can be delivered via e-mail.""   JOAN OLECK",2003,"Saudi Arabia"
"168","THE WAY WE LIVE NOW: 3-30-03; A Woman's Work?","MENA","In a way, it is no surprise that more women than men oppose the war with Iraq. The gender gap on issues of war and military spending has been obvious at least since pollsters first thought to measure such a thing. On the eve of the gulf war in 1991, 67 percent of American men favored an attack on Iraq, for example, compared with 45 percent of women. On the eve of this war, two-thirds of American men supported it, compared with half of American women, according to a poll by The Washington Post. The only real exception to this pattern of opinion came right after Sept. 11, when roughly equal numbers of women and men favored military action in what was then said to be the terrorist stronghold, Afghanistan, against the man who was then said to be the enemy, Osama bin Laden. Those were the days when choosy mothers were choosing Cipro, when maternalism briefly acquired a martial edge and when a shared sense of vulnerability and outrage swamped some of the familiar political divides. Still, if it isn't particularly surprising that women as a group are more skeptical about the war than men, it is surprising how little the arguments of women who oppose the war as women -- rather than, say, as citizens -- have changed over the years and how ill adapted they are to an era in which female soldiers make up a substantial minority of the fighting force in Iraq. Twelve years ago, 40,000 women went to the gulf, and as anyone watching this war on TV can see, there are many more there this time. Yet women's opposition to the war is still framed much as it has always been: women are antiwar naturals because it is men who do the fighting or because, as the 19th-century feminist Elizabeth Cady Stanton put it, war could never have ""emanated from the mother soul."" And the gender gap still gets more attention than do other, potentially more interesting, divisions over the war, like the generational gap some pollsters have noted. (Older adults are more likely to oppose the war in Iraq than younger ones.) The modern-day equivalent of this gender mysticism has a lot to say about hormones. ""The peace machine becomes estrogen-dominant because the war machine runs on testosterone,"" as a columnist in a Canadian paper explained. Mother Earth and, of course, Mars and Venus are also popular touchstones. ""On the question of invading Iraq, men really are from Mars and women from Venus,"" a writer opined in The Mercury News in San Jose, Calif. ""Just as the ancient Roman god and goddess disagreed on matters of war and love, the two sexes are arguing today on whether armed conflict is the answer in Iraq."" Never mind that half of all American women are for the war (some of them, presumably, because they see a better future for women in a reordered Arab world), which means that ""the sexes"" can hardly be arguing, though individual men and women surely are. And the actor Danny Glover told a rally in Los Angeles in early March that ""women are most affected by war. It is the real caregivers of this Mother Earth who are most devastated."" A curious sentiment given that men, still, are the vast majority of combatants and that bombs do not discriminate by sex. CodePink, the women's antiwar mobilization with a sense of humor (its name derives from the color-coded terror alert system), strives for a more sophisticated explanation of why women are especially suited to antiwar protest. ""Women have been guardians of life,"" its Web site explains, but not because they're ""better or purer or more innately nurturing."" Because of ""our responsibility to the next generation, because of our own love for our families and communities,"" women ""understand the love of a mother in Iraq for her children and the driving desire of that child for life."" But surely these are universal feelings, and protecting the vulnerable -- civilians in a war zone, for example -- isn't just women's work. When Elizabeth Cady Stanton was prophesying that if the ""feminine element"" had been allowed into politics, there would be no war -- only mercy and love -- that was a fantasy that could be indulged in with impunity. There were no women in politics -- no Margaret Thatchers, no Condoleezza Rices, no one like Tony Blair's minister for women, who used the occasion of International Women's Day this year to warn against ""appeasement"" of Iraq. When Virginia Woolf wrote in ""Three Guineas"" that ""as a woman, I have no country"" and that any war fought for ""our"" country would only be ""to gratify a sex instinct which I cannot share, to procure benefits which I have not shared and probably will not share,"" women in Europe and America were in fact systematically shut out of positions of power. When Vietnam War protesters formed a group called Another Mother for Peace and promulgated images of drooping sunflowers that read ""War Is Not Healthy for Children and Other Living Things,"" the moral authority of the mother was still the major, in some cases the only, justification for women to speak out. There are plenty of reasons to be against this war, but in America today, few of those reasons have much to do with gender. We hold onto the notion that women are peculiarly adapted for the antiwar camp because it has the attractions of all cliches -- it's homey, it's simple, it contains a kernel of truth. Tapping into the frustrations of women -- with men, with their own lives -- is a way of reaching out to more people than might be attracted by a less encumbered, more policy-oriented antiwar message. And it's easier to cite women's maternal morality and Cassandra-like vision than to make hard arguments about this war in particular as opposed to war in general. But clinging to the notion of women as the world's peacemakers means lauding instinct, not thought. And it comes dangerously close to the idea that women cannot choose between just and unjust wars, nor disagree with one another on which is which.",2003,"Iraq"
"169","U.S. Envoy Promotes Role of Iraqi Women","MENA","L. Paul Bremer III, the chief American administrator in Iraq, dropped into this holy city on Monday to give the revolution a gentle nudge. Mr. Bremer shook hands with a group of Iraqi women, some of whom needed the permission of their husbands before they could attend the day's events. He posed with them in pictures, with some wearing the traditional head-to-toe abayas. He inspected a range of women's projects being realized with American money. With about 100 Iraqi women seated before him, Mr. Bremer promised America's continued support for the profound changes in the works for Iraq's women. ''Anyone seeing all this talent and ability here, they would recognize that barriers placed in the way of women are barriers to the development and growth and prosperity of Iraq, and indeed the Arab world,'' he told them. ''We in the coalition are committed to continuing to promote women's rights in Iraq.'' The Iraqi women gave Mr. Bremer a hefty round of applause. The husbands, who had been asked to stand in the back, clapped too. The event was the opening of the Zainab al-Hawraa Center for Women's Rights, a former Baath Party building converted with $163,000 in American money to a place where women can acquire job skills and learn about their political rights. It is a modest place, a four-story building, in this city famous for its Shiite shrines. The center has a library, a computer room and an area for sewing lessons. But the center is a small part of a much larger effort under way, backed by the American government, to broaden the opportunities for women and ensure them a role in governing their country. The most striking proposal, now included in a draft of Iraq's transitional constitution, asks that 40 percent of seats in the National Assembly be set aside for women. It would also ensure that men and women are treated equally under the law. Such proposals are regarded by many here as too much too soon. When the draft began circulating last month among members of the Iraqi Governing Council, there were grumbles that the language about women needed to be scaled back. Mr. Bremer, whose word carries the extra weight of veto power over the temporary constitution, seemed unbowed by those complaints. In his speech he cited a recent United Nations report that attributed many of the Arab world's human and economic problems to poor treatment of women. ''The Arab world is largely depriving itself of the creativity and productivity of half of its citizens,'' he said. In an interview afterward, he said that while he was ''uneasy'' with the notion of quotas, he believed it necessary for Iraqi women to have a ''very substantial presence'' in political institutions. ''You have to have more than a token representation,'' Mr. Bremer said. ''There has to be a kind of critical mass, where the women draw confidence from each other's presence.'' Mr. Bremer pointed out that women are a clear majority in Iraq, in large part because of the deaths of so many men in the wars, foreign and domestic, of Saddam Hussein. Many of the women who gathered here were widows, and they seemed especially grateful for the place. One was Nawal Jabar, a 44-year-old mother of five, whose husband died in 1987 in the war with Iran. Since then, Ms. Jabar said, she has depended on her brother and father to support her family, which includes a 24-year-old disabled son. Her father, who is elderly, is now ill as well, and so Ms. Jabar's quest for a better life has taken on an added urgency. ''I have to learn a skill,'' she said, before Mr. Bremer's speech. ''I will do anything to support my family.''  URL: http://www.nytimes.com",2004,"Iraq"
"170","Iraqi Women's Window of Opportunity for Political Gains Is Closing","MENA","Emboldened by the fall of Saddam Hussein, Iraqi women are pushing for political freedoms many of them have never enjoyed. But as they do, a rising tide of religious zeal threatens even the small victories they have won. Ibtisam Ali and her sister, Raghad, have spearheaded a petition drive demanding a large percentage of seats for women in a new national assembly. But when Raghad, 25, tried to run for local office, the men at the candidate registration office informed her that women could not be candidates. ''I was frightened of the people in my neighborhood,'' Raghad said. ''They looked at me so strangely, like I thought I was equal to men. I'm afraid of everything, from gossip to violence. It just kills the ambitions inside.'' Women, secular and religious, from all ethnic groups, now run for office and demand a fair share of representation in a country where they make up 60 percent of the population. Yet new religious activism in Iraq has aggravated traditional attitudes about women's roles in society. The 18-member committee drafting the new constitution does not include any women, according to members of the Iraqi Governing Council. The council recently passed a nonbinding resolution calling for Shariah, or Islamic law, to govern family issues, which Iraq's justice minister said would damage the rights of Iraqi women. And on the streets, more women, even little girls, are covering their heads and bodies, largely because of a fear of harassment and violence, said a range of secular and religious women. ''Women are waking up and getting it now,'' said Manal Omar, the Iraq country director of Women for Women International, a Washington-based group that helps women in countries newly emerged from war. ''They realize that if they don't move now, they will pay the price for years and years to come.'' For 35 years, Iraqi women were able to get university degrees, study overseas and hold high-level professional posts. They were actually discouraged from wearing the hijab, the traditional Muslim head scarf. But in the 1990's, as Mr. Hussein embraced Islam as a source of credibility in the Arab world, his government clamped down on women. Although they continued to attend schools and hold jobs, they were no longer allowed to travel on their own. In general, said Zainab Salbi, an Iraqi-American who is president of Women for Women International, in Washington, women abandoned public life, leaving politics to men. More women started to cover themselves, although wearing hijab became the norm only after Mr. Hussein's ouster. Many Iraqi women believed that with the arrival of the Americans, they would gain more rights. In Hilla, about 60 miles south of Baghdad, women are pressing for those rights, with the help of some men, and battling the anger roused by their efforts. One recent afternoon, Ibtisam Ali stood before the staff of the Human Rights Association of Babylon asking for signatures on a petition demanding that 40 percent of seats in the new national assembly be set aside for women. The signature drive has spread across the country. Ms. Ali, a tall, eloquent woman, was reluctant to push too hard after a man recently told her that women did not deserve equal representation because they were not equal to men. ''If, after all this, the governing council gives us 10 or 20 percent, that will be a blessing,'' she told the group. Hafidh Mejbas, an older man who works for the human rights association, coached her, saying: ''Don't mention 10 or 20 percent all the time. Insist on the 40 percent.'' Ms. Ali cheered up and gave petitions to men and women so they might gather signatures. She has been to villages and gotten signatures from women washing clothes on the river banks. She has persuaded their sheiks, or tribal leaders, to sign, too, she said. But at the same human rights center is a friend of Ms. Ali's who was badly beaten by some men over the summer after she went to the market with her head uncovered. The woman is still too ashamed to talk. Thanaa Salman, a 27-year-old school principal, pushed her way into local politics. She was elected to her neighborhood council, but the elections for its presidency were held without her knowledge, she said. So she contacted the Americans who had organized the vote and demanded a new election. It was held, and she won the presidency by a narrow margin. Still, men tell her every day that she is destined to fail. ''Iraqi women now have more freedom, more opportunity, so, more problems,'' Ms. Salman said. The broader political concerns of the women in Hilla reflect those of most politically active women in Iraq. There is the issue of representation, especially on the all-male constitutional committee. Women like Ibtisam Ali say they do not trust male politicians to adequately protect freedom of religion and expression in a new constitution. Those suspicions have arisen lately because of efforts by religious parties in the Governing Council to push through Resolution 137, which would abolish a 1959 law that the justice minister, Hashim Abdul-Rahman al-Shibli, says drew on the most generous protections for women and children from different schools of Shariah. ''Women don't want clerics to write the constitution,'' Ms. Salman said. According to Mr. Shibli, the resolution would stipulate that a Shiite woman, for example, would have her divorce adjudicated by Shiite law, a Sunni by Sunni law. Besides atomizing the law into many laws, Mr. Shibli noted, such a move would strip every woman of some rights. Inheritance rights for women are more generous under Shiite law than Sunni, but divorce protections are better under Sunni law. So a Shiite woman would still have some good inheritance protections but would see her divorce rights diminished. ''It will have a negative impact on women's lives,'' Mr. Shibli said. The resolution has been frozen for now by the Americans who run Iraq, and a move is on by some Governing Council members to void it entirely. But supporters of it, like the Supreme Council for Islamic Revolution in Iraq, indicate that they would like to bring it up again once Iraq gains its sovereignty, because they feel its respects the diversity of Iraq. ''Anyone can respect their own law: Shia, Sunni, Christians,'' said Adel Abdel Mahdi, the top aide to Abdul Aziz al-Hakim, a Governing Council member from Supreme Council for Islamic Revolution in Iraq. ''This doesn't take privileges from people, but gives them instead.'' The new possibilities and dangers collide in the life of Fatennal Ramahi. Fluent in English and German, Ms. Ramahi stopped working for the last 13 years because she was unwilling to inform on foreign employers. Now, she works for Women for Women. Depressed about staying at home, Ms. Ramahi, a 45-year-old mother of four, began wearing the hijab, a few years ago. When she began work, she took off the scarf. ''I feel back to my own self,'' she said in her office, her lush auburn hair brushing the neck of her black sweater. Pointing at her smiling face, she said, ''This is the real me.'' Though she is a religious Muslim who prays and fasts, her decision to take off her scarf amounts to a grave transgression in the eyes of some, and they let her know it. ''The other day, I was crossing the street when a boy who was the same age as my son began shouting at me, very, very bad words,'' Ms. Ramahi said, her smile vanishing as she looked down at her desk, unwilling to repeat those words. ''I hear those words in my head still. I keep asking myself, 'Why didn't you talk to him?' Then I thought, 'I don't dare.' ''  URL: http://www.nytimes.com",2004,"Iraq"
"171","Saudi Arabia's Top Cleric Condemns Calls for Women's Rights","MENA","In a mounting struggle between reformists and conservatives, Saudi Arabia's highest religious authority has denounced calls for greater women's rights as a violation of Islamic teachings. The official, Grand Mufti Sheik Abdulaziz bin Abdullah al-Sheik, also sharply criticized women who mixed unveiled among men at an economic conference this week in Jidda, Saudi Arabia. He said such behavior was a cause of ""evil and catastrophe."" His comments, which amounted to a religious edict, were broadcast late Tuesday after the three-day conference in Jidda, which gave women a rare public platform to voice their grievances in the kingdom, the birthplace of Islam. ""This is prohibited for all,"" Sheik Abdulaziz said. ""I severely condemn this matter and warn of grave consequences. I am pained by such shameful behaviour in the country of the two holy mosques,"" in Mecca and Medina. ""Allowing women to mix with men is the root of every evil and catastrophe,"" he said. ""It is highly punishable. Mixing of men and women is a reason for greater decadence and adultery."" He also criticized the appearance of women ""without wearing the hijab ordered by God."" His comments seemed to be an attempt by Saudi Arabia's religious authorities to limit political reform in the conservative kingdom. One Saudi academic who has followed Saudi Arabia's cautious reform effort said religious leaders monitored even ""trivial things"" like women's roles in the Jidda conference. ""If they see this as a violation of our purity and values and believe it opens the door of corruption, what about more concrete reforms?"" he asked. ""This could stop the reform process."" Crown Prince Abdullah, the de facto ruler in Saudi Arabia, pledged last week to press ahead with reform but said changes would be gradual and would conform with Islam. ""This country is either Muslim or nothing at all,"" he said. A leading businesswoman, Lubna Olayan, opened the conference on Saturday with a rallying call for equality in Saudi Arabia, her loose head scarf slipping occasionally off her head onto her shoulders as she spoke. ""My vision is of a country in which any Saudi citizen, irrespective of gender, who is serious about finding employment can find a job in the field for which he or she is best qualified,"" Ms. Olayan said. She also called for mutual respect regardless of ""social class, religion or gender."" Women applauded a speech by the former President Bill Clinton, who said that Saudi Arabia could not fight the ""tide of change"" and that the Prophet Muhammad would have let his wife drive if cars had existed 1,400 years ago. Women are banned from driving in Saudi Arabia. Although men and women at the meeting were segregated by a screen, women were able to cross into the men's section and mingle, much to the anger of conservatives. ""I decree that Muslims should beware, be alert and avoid being carried away by this propaganda, which destroys religion, morals and virtues,"" Sheik Abdulaziz said. ""What was published in some newspapers about this being the start of liberating the Saudi woman -- such talk is null and void. One's duty is to obey Shariah by complying with orders and shunning that which is forbidden."" Shariah refers to Islamic law. Saudi Arabia is ruled by an alliance of the House of Saud and powerful Wahhabi religious authorities.",2004,"Saudi Arabia"
"172","Small Victories in Afghanistan","MENA","The Taliban may be out of power, but the plight of Afghanistan's women goes on. There are trappings of new freedoms -- foremost among them a constitution that recognizes women's rights -- but in much of the countryside women and girls are still treated like chattel. As Carlotta Gall of The Times has described vividly, many young women find their lives so unbearable that they set themselves on fire to escape. Amid this despair, it's heartening to see individuals and groups finding innovative ways to help rebuild the lives of Afghan women, often one or two at a time. Parwaz, which means ''take flight'' in Dari, is one such effort. Directed by Katrin Fakiri, an enterprising Afghan-American who worked in Silicon Valley before 9/11, Parwaz has given loans of $100 or less to about 600 women who are trying to start very, very small businesses. That might mean buying a cart and fruit for the market or becoming a seamstress or turning the kitchen into a little bakery. Like other groups working to teach women to read, or those rebuilding health facilities demolished by the Taliban, Parwaz has had to make some concessions to Afghan realities. Male relatives co-sign loan applications, as a way of making the men feel invested in the women's businesses, instead of threatened by them. The interest rate is cleverly called an application fee -- spread over the term of the loan, of course -- to comply with the letter of Islamic law. There is also the awkward fact that some of these women are in the burka-sewing business. Mirroring microfinance's promising track record in other places, 98 percent of Parwaz's clients make their payments on time and in full. It is but one example of the current homegrown and international efforts to improve the lives of Afghan women. Far more are needed.",2004,"Afghanistan"
"173","U.N. Finds That 25% of Married Syrian Women Have Been Beaten","MENA","Syria's first comprehensive field study of violence against women has concluded that nearly one married woman in four surveyed had been beaten. The study was released last week as part of a report on Syria by the United Nations Development Fund for Women. The findings have been published in local news media, helping to draw attention to topics like domestic abuse and honor killings that have long been considered taboo in this conservative society. The study was carried out under the supervision of the quasi-governmental General Union of Women, which oversees the welfare of Syria's women. The study included nearly 1,900 families selected at random, including a broad range of income levels and all regions. The men and women in each family were questioned separately. ''In Syria there was simply no data on violence against women; formal studies hadn't ever been done before,'' said Shirin Shukri, a manager of the project at the United Nations regional office in Amman, Jordan. ''The issue of violence against women was kept silent here for many years. But we're making people in Syria aware that this is something that happens everywhere -- in Europe, in Asia, in the United States -- and this is opening up discussion.'' Hana Qaddoura, a spokeswoman for the General Union of Women, said that breaking the silence on domestic abuse was an essential first step to combating violence. Many Syrians, she said, do not believe that violence in the home ''counts'' as violence. ''There are some forms of violence against women that our society doesn't even see as violence,'' Ms. Qaddoura said. ''It all depends very much on education and income level, but many people see a woman who is beaten as being in a bad relationship; they don't see her as a victim of violence.'' The women's union said it would try to develop programs to protect women, in response to the study's findings. Advocates of women's rights here say that though the findings of the Syrian study are fairly similar to domestic abuse statistics in other countries, the fact that the official silence on the subject has been broken is in itself a meaningful step. ''The most surprising thing is that for the first time in Syria, a semigovernmental organization, the women's union, has admitted that there is a problem,'' said Maan Abdul Salam, a campaigner for women's rights. Bassam al-Kadi, a rights advocate, said the report was part of a growing openness about many forms of domestic abuse. He has been working on a public information campaign to curb the practice known as honor killings -- the killing of women who are believed to have dishonored their families by engaging in illicit sex. ''Until two years ago, discussion of honor killing was banned in the Syrian media,'' Mr. Kadi said. ''The incidents might be discussed individually, as 'accidents,' but talking about honor killing as a phenomenon was forbidden. Now these subjects are becoming much more open.'' Women's advocates say that though any attempt to broaden discussion of domestic violence is welcome, they have seen little effort by the government to address the topic in practical terms. Shelters for battered women are few and poorly publicized, and there are no formal channels for abused women to seek assistance. ''As it is now, there are still no mechanisms to report violence against women,'' Mr. Abdul Salam said. ''We hope that this study will soon lead to practical action on the ground.''",2006,"Syria"
